Wavelength,l
1637.9516702700457,1.3558583778317663
1640.6503789559747,1.3517986409993967
1643.3490876419035,1.3355596936699192
1646.0477963278324,1.3233804831728113
1648.7465050137614,1.311201272675703
1651.4452136996902,1.2949623253462255
1654.1439223856191,1.2827831148491176
1656.842631071548,1.278723378016748
1659.5413397574769,1.278723378016748
1662.2400484434058,1.2706039043520092
1664.9387571293348,1.2706039043520092
1667.6374658152636,1.2706039043520092
1670.3361745011925,1.2706039043520092
1673.0348831871213,1.2706039043520092
1675.7335918730503,1.26654416751964
1678.4323005589793,1.2543649570225317
1681.131009244908,1.2421857465254238
1683.829717930837,1.2259467991959463
1686.528426616766,1.2097078518664688
1689.2271353026947,1.1934689045369913
1691.9258439886237,1.181289694039883
1694.6245526745527,1.169110483542775
1697.3232613604814,1.1609910098780363
1700.0219700464104,1.1528715362132975
1702.7206787323394,1.1528715362132975
1705.4193874182681,1.1569312730456671
1708.118096104197,1.1569312730456671
1710.8168047901258,1.1609910098780363
1713.5155134760548,1.1650507467104054
1716.2142221619838,1.1731702203751442
1718.9129308479125,1.181289694039883
1721.6116395338415,1.1894091677046217
1724.3103482197705,1.1934689045369913
1727.0090569056993,1.20158837820173
1729.7077655916282,1.1975286413693604
1732.4064742775572,1.1975286413693604
1735.105182963486,1.1894091677046217
1737.803891649415,1.1853494308722525
1740.5026003353437,1.1772299572075138
1743.2013090212727,1.1772299572075138
1745.9000177072016,1.1772299572075138
1748.5987263931304,1.1853494308722525
1751.2974350790594,1.1934689045369913
1753.9961437649883,1.20158837820173
1756.694852450917,1.2056481150340992
1759.393561136846,1.2056481150340992
1762.092269822775,1.20158837820173
1764.7909785087038,1.1934689045369913
1767.4896871946328,1.1894091677046217
1770.1883958805618,1.181289694039883
1772.8871045664905,1.181289694039883
1775.5858132524195,1.1772299572075138
1778.2845219383482,1.1772299572075138
1780.9832306242772,1.181289694039883
1783.6819393102062,1.1853494308722525
1786.380647996135,1.1934689045369913
1789.079356682064,1.2056481150340992
1791.778065367993,1.2178273255312075
1794.4767740539216,1.2259467991959463
1797.1754827398506,1.2381260096930542
1799.8741914257796,1.2421857465254238
1802.5729001117083,1.2381260096930542
1805.2716087976373,1.2300065360283154
1807.970317483566,1.2218870623635767
1810.669026169495,1.2097078518664688
1813.367734855424,1.2056481150340992
1816.0664435413528,1.2097078518664688
1818.7651522272818,1.213767588698838
1821.4638609132107,1.2218870623635767
1824.1625695991395,1.234066272860685
1826.8612782850685,1.2381260096930542
1829.5599869709974,1.2381260096930542
1832.2586956569262,1.2300065360283154
1834.9574043428552,1.2300065360283154
1837.6561130287841,1.2218870623635767
1840.354821714713,1.2218870623635767
1843.0535304006419,1.2218870623635767
1845.7522390865706,1.2178273255312075
1848.4509477724996,1.2097078518664688
1851.1496564584286,1.20158837820173
1853.8483651443573,1.1894091677046217
1856.5470738302863,1.1731702203751442
1859.2457825162153,1.1569312730456671
1861.944491202144,1.1447520625485588
1864.643199888073,1.13663258888382
1867.341908574002,1.1325728520514509
1870.0406172599307,1.13663258888382
1872.7393259458597,1.1406923257161896
1875.4380346317887,1.1447520625485588
1878.1367433177174,1.1488117993809284
1880.8354520036464,1.1406923257161896
1883.5341606895752,1.1325728520514509
1886.2328693755042,1.1203936415543425
1888.9315780614331,1.104154694224865
